title,n_enrolled,course_type,Level,subject,language,price
"introduction to cloud development with html5, css3, and javascript",,self-paced on your time,introductory,computer science,english,free-add a verified certificate for $99 usd
tools for academic engagement in public policy,"5,035",self-paced on your time,introductory,communication,english,free-add a verified certificate for $199 usd
theory of change for development,"10,736",self-paced on your time,introductory,social sciences,english,free-add a verified certificate for $199 usd
monozukuri: making things,,self-paced on your time,introductory,engineering,english,free-add a verified certificate for $49 usd
drug discovery & medicinal chemistry,,self-paced on your time,intermediate,medicine,english,free-add a verified certificate for $99 usd
digital biomaterials,,self-paced on your time,introductory,medicine,english,free-add a verified certificate for $149 usd
natural resources for sustainable development,"9,668",self-paced on your time,intermediate,energy & earth sciences,english,free-add a verified certificate for $49 usd
omnichannel strategy and management,"15,860",self-paced on your time,intermediate,business & management,english,free-add a verified certificate for $99 usd
general overview of cannabis and the industry’s outlook and professions,"5,048",self-paced on your time,introductory,environmental studies,english,free-add a verified certificate for $199 usd
amazon sagemaker: simplifying machine learning application development,"11,765",self-paced on your time,intermediate,computer science,english,free-add a verified certificate for $99 usd
formulación y nomenclatura de compuestos químicos,"12,748",self-paced on your time,introductory,chemistry,español,free-add a verified certificate for $49 usd
introducción a la factura electrónica,"5,829",self-paced on your time,intermediate,economics & finance,español,free-add a verified certificate for $49.90 usd
demand and supply analytics,"23,585",instructor-led on a course schedule,intermediate,business & management,english,free-add a verified certificate for $249 usd
advanced algorithmics and graph theory with python,"13,502",self-paced on your time,intermediate,computer science,english,free-add a verified certificate for $49 usd
modern japanese architecture part 1: from meiji restoration to the pacific war,,self-paced on your time,intermediate,architecture,english,free-add a verified certificate for $59 usd
diagramas uml estructurales para la ingeniería del software,"5,820",self-paced on your time,introductory,computer science,español,free-add a verified certificate for $50 usd
"a-level mathematics for year 12 - course 2: calculus, newton’s laws and hypothesis testing","6,232",self-paced on your time,intermediate,math,english,free-add a verified certificate for $49 usd
fundamentos de mecánica para ingeniería,"14,219",self-paced on your time,introductory,physics,español,free-add a verified certificate for $49 usd
leadership and management for pm practitioners in it,"21,949",self-paced on your time,introductory,business & management,english,free-add a verified certificate for $199 usd
entrepreneurship 103: show me the money,"15,184",self-paced on your time,introductory,business & management,english,free-add a verified certificate for $300 usd
historia de la ética,"9,383",self-paced on your time,introductory,philosophy & ethics,español,free-add a verified certificate for $29 usd
drainage in agriculture: controlling water and salt levels in the soil,,self-paced on your time,advanced,environmental studies,english,free-add a verified certificate for $49 usd
radio para internet con podcast: creación y conceptos básicos,"6,460",self-paced on your time,introductory,communication,español,free-add a verified certificate for $50 usd
introducción a los circuitos eléctricos,"11,953",self-paced on your time,intermediate,electronics,español,free-add a verified certificate for $49 usd
ap® physics 1: challenging concepts,"12,145",self-paced on your time,introductory,physics,english,free-add a verified certificate for $49 usd
introduction to java programming – part 2,"71,203",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $99 usd
ap® macroeconomics,"29,433",self-paced on your time,introductory,economics & finance,english,free-add a verified certificate for $49 usd
climate change education,"12,056",self-paced on your time,introductory,education & teacher training,english,free-add a verified certificate for $25 usd
"introducción al griego clásico: verbos, oraciones y filosofía",,self-paced on your time,introductory,language,español,free-add a verified certificate for $49 usd
applied deep learning capstone project,"8,429",self-paced on your time,advanced,data analysis & statistics,english,free-add a verified certificate for $99 usd
fintech ethics and risks,"10,696",self-paced on your time,introductory,economics & finance,english,free-add a verified certificate for $199 usd
user experience (ux) design: human factors and culture in design | 设计的人因与文化,"23,828",self-paced on your time,advanced,engineering,english,free-add a verified certificate for $139 usd
the conquest of space: space exploration and rocket science,"19,926",self-paced on your time,introductory,engineering,english,free-add a verified certificate for $129 usd
business strategy and operations in a biobased economy,,self-paced on your time,advanced,business & management,english,free-add a verified certificate for $149 usd
what works in education: evidence-based education policies,"5,540",self-paced on your time,introductory,education & teacher training,english,free-add a verified certificate for $25 usd
electric cars: business,"14,199",self-paced on your time,intermediate,business & management,english,free-add a verified certificate for $50 usd
thermodynamics of materials,,self-paced on your time,intermediate,engineering,english,free-add a verified certificate for $150 usd
mechanics: momentum and energy,"14,846",self-paced on your time,intermediate,physics,english,free-add a verified certificate for $49 usd
co-creating sustainable cities,"12,415",self-paced on your time,advanced,social sciences,english,free-add a verified certificate for $49 usd
cómo educar teniendo en cuenta la muerte,,self-paced on your time,introductory,education & teacher training,español,free-add a verified certificate for $49 usd
introduction to animal ethics,"6,608",self-paced on your time,introductory,philosophy & ethics,english,free-add a verified certificate for $49 usd
teamwork & collaboration,,self-paced on your time,introductory,communication,english,free-add a verified certificate for $199 usd
grant writing and crowdfunding for public libraries,"12,853",self-paced on your time,introductory,humanities,english,free-add a verified certificate for $49 usd
leading ambitious teaching and learning,"24,273",self-paced on your time,advanced,education & teacher training,english,free-add a verified certificate for $199 usd
financing innovative ventures,,self-paced on your time,introductory,business & management,english,free-add a verified certificate for $149 usd
"a-level mathematics for year 13 - course 2: general motion, moments and equilibrium, the normal distribution, vectors, differentiation methods, integration methods and differential equations",,self-paced on your time,intermediate,math,english,free-add a verified certificate for $49 usd
theories of media and technology,,instructor-led on a course schedule,introductory,art & culture,english,free-add a verified certificate for $249 usd
introducción a la estructura de la materia,"11,859",self-paced on your time,introductory,chemistry,español,free-add a verified certificate for $25 usd
"batteries, fuel cells, and their role in modern society","11,865",self-paced on your time,introductory,science,english,free-add a verified certificate for $49 usd
communication skills for dialoguing across difference,"60,943",self-paced on your time,introductory,communication,english,free-add a verified certificate for $25 usd
social media: how media got social,"13,616",self-paced on your time,introductory,communication,english,free-add a verified certificate for $139 usd
"portfolio management, governance, & the pmo","17,299",self-paced on your time,introductory,business & management,english,free-add a verified certificate for $199 usd
edx101: overview of creating an edx course,"22,327",self-paced on your time,introductory,education & teacher training,english,free-add a verified certificate for $99 usd
"soy docente, ¡qué miedo! gestiona eficazmente tus emociones",,self-paced on your time,introductory,education & teacher training,español,free-add a verified certificate for $49 usd
data analysis for decision making,"8,342",instructor-led on a course schedule,advanced,business & management,english,free-add a verified certificate for $214 usd
uml class diagrams for software engineering,"33,710",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $49 usd
driving digital innovation through experimentation,"16,904",instructor-led on a course schedule,advanced,computer science,english,free-add a verified certificate for $399 usd
compilation basics for macroeconomic statistics,"6,570",self-paced on your time,introductory,data analysis & statistics,english,free-add a verified certificate for $25 usd
seguridad vial en américa latina y el caribe: de la teoría a la acción,"20,189",self-paced on your time,introductory,engineering,español,free-add a verified certificate for $25 usd
from fossil resources to biomass: a chemistry perspective,"5,464",self-paced on your time,advanced,energy & earth sciences,english,free-add a verified certificate for $149 usd
system dynamics for health sciences,"15,157",self-paced on your time,intermediate,medicine,english,free-add a verified certificate for $139 usd
internet de las cosas (iot) y big data,,self-paced on your time,intermediate,data analysis & statistics,español,free-add a verified certificate for $49 usd
introducción a ciencias de datos y estadística básica para negocios,,self-paced on your time,advanced,data analysis & statistics,español,free-add a verified certificate for $49.99 usd
introduction to psychological research methods,"17,087",self-paced on your time,introductory,humanities,english,free-add a verified certificate for $99 usd
sustainable packaging in a circular economy,"6,277",self-paced on your time,intermediate,design,english,free-add a verified certificate for $50 usd
design in healthcare: using patient journey mapping,"17,946",self-paced on your time,introductory,design,english,free-add a verified certificate for $129 usd
"el manejo de plagas, malezas y enfermedades en los sistemas de siembra directa",,self-paced on your time,intermediate,biology & life sciences,español,free-add a verified certificate for $99 usd
"electronic, optical, and magnetic properties of materials","9,717",instructor-led on a course schedule,advanced,engineering,english,free-add a verified certificate for $150 usd
la españa del quijote,"13,277",self-paced on your time,introductory,history,español,free-add a verified certificate for $19 usd
risk management for projects,"22,269",self-paced on your time,introductory,business & management,english,free-add a verified certificate for $199 usd
smithsonian’s objects that define america,"9,071",self-paced on your time,introductory,humanities,english,free-add a verified certificate for $50 usd
creating modern china: the republican period to the present,"43,045",self-paced on your time,introductory,history,english,free-add a verified certificate for $139 usd
discover political science,"6,573",instructor-led on a course schedule,intermediate,social sciences,english,free-add a verified certificate for $50 usd
data science: inferential thinking through simulations,"17,505",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $199 usd
programming for data science,"41,268",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $199 usd
public sector debt statistics,,self-paced on your time,intermediate,economics & finance,english,free-add a verified certificate for $25 usd
sensor fusion and non-linear filtering for automotive systems,"9,709",instructor-led on a course schedule,advanced,engineering,english,free-add a verified certificate for $299 usd
creación musical con soundcool: introducción,,self-paced on your time,introductory,music,español,free-add a verified certificate for $30 usd
first nights - berlioz’s symphonie fantastique and program music in the 19th century,"8,222",self-paced on your time,introductory,humanities,english,free-add a verified certificate for $49 usd
the quantum internet and quantum computers: how will they change the world?,"15,014",self-paced on your time,introductory,science,english,free-add a verified certificate for $50 usd
research methods: an engineering approach,"20,444",self-paced on your time,introductory,engineering,english,free-add a verified certificate for $169 usd
idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,"15,349",self-paced on your time,introductory,philosophy & ethics,español,free-add a verified certificate for $49 usd
rise to leadership: become a ceo,"16,719",self-paced on your time,intermediate,business & management,english,free-add a verified certificate for $199 usd
building a cybersecurity toolkit,"23,275",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $199 usd
marketing your android apps,,self-paced on your time,intermediate,engineering,english,free-add a verified certificate for $49 usd
embedded systems essentials with arm: getting started,,self-paced on your time,intermediate,computer science,english,free-add a verified certificate for $149 usd
life with diabetes,"12,318",self-paced on your time,introductory,medicine,english,free-add a verified certificate for $139 usd
human reproduction,"5,517",self-paced on your time,intermediate,biology & life sciences,english,free-add a verified certificate for $169 usd
enabling technologies for data science and analytics: the internet of things,"71,290",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $99 usd
astrophysics: exploring exoplanets,"48,539",self-paced on your time,intermediate,physics,english,free-add a verified certificate for $50 usd
unconventional reservoir geomechanics,,self-paced on your time,introductory,energy & earth sciences,english,free-add a verified certificate for $129 usd
strategic account management,,self-paced on your time,introductory,business & management,english,free-add a verified certificate for $149 usd
pytorch basics for machine learning,,self-paced on your time,introductory,data analysis & statistics,english,free-add a verified certificate for $39 usd
diseño y desarrollo de recursos multimedia para la enseñanza virtual,"14,266",self-paced on your time,intermediate,humanities,español,free-add a verified certificate for $49 usd
introduction to cloud foundry and cloud native software architecture,"24,444",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $169 usd
gestión de compras eficientes para tu empresa,,self-paced on your time,introductory,engineering,español,free-add a verified certificate for $25 usd
know hbv and hcv,,self-paced on your time,introductory,medicine,english,free-add a verified certificate for $50 usd
the supreme court & american politics,"6,216",self-paced on your time,introductory,law,english,free-add a verified certificate for $29 usd
sales enablement & analytics,,self-paced on your time,introductory,business & management,english,free-add a verified certificate for $149 usd
inversión extranjera como motor del desarrollo para américa latina y el caribe,"16,423",self-paced on your time,intermediate,business & management,español,free-add a verified certificate for $25 usd
liderazgo en la empresa familiar,"10,969",self-paced on your time,intermediate,business & management,español,free-add a verified certificate for $49 usd
comparative political systems,"6,934",self-paced on your time,introductory,social sciences,english,free-add a verified certificate for $59 usd
introducción al derecho en la vida cotidiana,,self-paced on your time,introductory,law,español,free-add a verified certificate for $49 usd
cloud computing for enterprises,"27,241",instructor-led on a course schedule,intermediate,computer science,english,free-add a verified certificate for $299 usd
diversity and social justice in social work,"11,055",self-paced on your time,advanced,social sciences,english,free-add a verified certificate for $199 usd
public library marketing and public relations,"7,525",self-paced on your time,introductory,humanities,english,free-add a verified certificate for $49 usd
"healthcare finance, economics and risk","8,006",self-paced on your time,intermediate,economics & finance,english,free-add a verified certificate for $199 usd
reacciones químicas y cálculos estequiométricos,"8,907",self-paced on your time,introductory,chemistry,español,free-add a verified certificate for $49 usd
seeking women’s rights: colonial period to the civil war,"5,157",self-paced on your time,intermediate,history,english,free-add a verified certificate for $50 usd
videox: creating video for the edx platform,"12,159",self-paced on your time,introductory,education & teacher training,english,free-add a verified certificate for $99 usd
comisión de la verdad colombia,,self-paced on your time,introductory,history,español,free-add a verified certificate for $29 usd
mathtrackx: probability,,self-paced on your time,introductory,math,english,free-add a verified certificate for $79 usd
health informatics for better and safer healthcare,,self-paced on your time,introductory,health & safety,english,free-add a verified certificate for $49 usd
sign language science: factors contributing to natural change,,self-paced on your time,introductory,language,english,free-add a verified certificate for $99 usd
accounting system structure and information management,,self-paced on your time,introductory,economics & finance,english,free-add a verified certificate for $50 usd
sustainable development: the post-capitalist order,"7,031",self-paced on your time,introductory,economics & finance,english,free-add a verified certificate for $49 usd
"health law, policy, and advocacy","6,358",self-paced on your time,intermediate,law,english,free-add a verified certificate for $199 usd
introduction to haptics,,self-paced on your time,introductory,engineering,english,free-add a verified certificate for $129 usd
gestión de inventario y portafolio,,self-paced on your time,introductory,engineering,español,free-add a verified certificate for $25 usd
understanding nuclear energy,"16,015",self-paced on your time,intermediate,engineering,english,free-add a verified certificate for $50 usd
cómo convertirse en un líder exitoso (entrenamiento de liderazgo inclusivo),"11,431",self-paced on your time,introductory,business & management,español,free-add a verified certificate for $50 usd
decision making under uncertainty: introduction to structured expert judgment,,self-paced on your time,introductory,business & management,english,free-add a verified certificate for $50 usd
ap® calculus bc,"8,542",self-paced on your time,introductory,math,english,free-add a verified certificate for $49 usd
advanced linear algebra: foundations to frontiers,,self-paced on your time,advanced,computer science,english,free-add a verified certificate for $49 usd
entrepreneurial opportunities,"27,182",self-paced on your time,introductory,business & management,english,free-add a verified certificate for $50 usd
agua en américa latina: abundancia en medio de la escasez mundial,"38,581",self-paced on your time,introductory,environmental studies,español,free-add a verified certificate for $25 usd
understanding political concepts,"7,421",self-paced on your time,introductory,social sciences,english,free-add a verified certificate for $59 usd
how to code: complex data,"34,190",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $125 usd
hypersonics – from shock waves to scramjets,"19,043",self-paced on your time,advanced,engineering,english,free-add a verified certificate for $99 usd
micro and nanofabrication (mems),"16,094",self-paced on your time,advanced,engineering,english,free-add a verified certificate for $199 usd
scientific methods and research,"7,501",self-paced on your time,intermediate,science,english,free-add a verified certificate for $49 usd
customer centric marketing for entrepreneurs,"14,003",self-paced on your time,intermediate,business & management,english,free-add a verified certificate for $149 usd
dog behavior: problems and solutions,"16,467",self-paced on your time,intermediate,social sciences,english,free-add a verified certificate for $169 usd
the business of mining,"20,406",self-paced on your time,introductory,business & management,english,free-add a verified certificate for $139 usd
"social work practice in community organization, management and policy/evaluation","9,522",self-paced on your time,advanced,social sciences,english,free-add a verified certificate for $199 usd
the business of aging in the longevity economy,,self-paced on your time,introductory,social sciences,english,free-add a verified certificate for $139 usd
understanding the australian health care system,"8,343",self-paced on your time,introductory,medicine,english,free-add a verified certificate for $59 usd
age of sustainable development,"10,019",self-paced on your time,intermediate,social sciences,english,free-add a verified certificate for $49 usd
internationalization: creating digital content for the world,,self-paced on your time,advanced,computer science,english,free-add a verified certificate for $199 usd
multi-object tracking for automotive systems,"8,581",instructor-led on a course schedule,advanced,engineering,english,free-add a verified certificate for $249 usd
economics and policies in a biobased economy,,self-paced on your time,advanced,energy & earth sciences,english,free-add a verified certificate for $149 usd
strategic leadership in healthcare,"6,237",self-paced on your time,intermediate,business & management,english,free-add a verified certificate for $199 usd
terrorism and counterterrorism: an introduction,"14,128",self-paced on your time,introductory,humanities,english,free-add a verified certificate for $49 usd
exploring psychology's core concepts|走进心理学,"5,741",self-paced on your time,introductory,social sciences,english,free-add a verified certificate for $139 usd
creating virtual reality (vr) apps,"22,349",self-paced on your time,intermediate,computer science,english,free-add a verified certificate for $99 usd
análisis multivariable en spss,,self-paced on your time,introductory,data analysis & statistics,español,free-add a verified certificate for $49 usd
steps in japanese for beginners2 part1,,self-paced on your time,introductory,language,english,free-add a verified certificate for $99 usd
"competencias para buscar, mantener y promocionar en un empleo",,self-paced on your time,introductory,social sciences,español,free-add a verified certificate for $49 usd
dynamics and control,"27,763",self-paced on your time,introductory,engineering,english,free-add a verified certificate for $50 usd
finding your cybersecurity career path,"19,283",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $199 usd
introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,"12,674",self-paced on your time,introductory,humanities,español,free-add a verified certificate for $29 usd
mechanics: rotational dynamics,"13,183",self-paced on your time,intermediate,physics,english,free-add a verified certificate for $49 usd
applying health coaching in patient care,,self-paced on your time,introductory,medicine,english,free-add a verified certificate for $199 usd
databases: modeling and theory,,self-paced on your time,introductory,computer science,english,free-add a verified certificate for $50 usd
"islamic banking: principles, practice and risk management",,self-paced on your time,introductory,economics & finance,english,free-add a verified certificate for $49 usd
liderazgo orientado al florecimiento humano,"7,911",self-paced on your time,introductory,business & management,español,free-add a verified certificate for $149 usd
software construction: object-oriented design,"23,100",self-paced on your time,intermediate,computer science,english,free-add a verified certificate for $125 usd
"introduction to hyperledger sovereign identity blockchain solutions: indy, aries & ursa",,self-paced on your time,introductory,computer science,english,free-add a verified certificate for $199 usd
fondements de l’économie sociale et solidaire,,instructor-led on a course schedule,intermediate,social sciences,français,free-add a verified certificate for $50 usd
the civil war and reconstruction - 1861 - 1865: a new birth of freedom,"17,941",self-paced on your time,introductory,history,english,free-add a verified certificate for $50 usd
innovation strategies for electric mobility: the streetscooter case,,self-paced on your time,intermediate,business & management,english,free-add a verified certificate for $99 usd
sustainable energy,,instructor-led on a course schedule,advanced,energy & earth sciences,english,free-add a verified certificate for $149 usd
designing and leading learning systems,"11,895",self-paced on your time,advanced,education & teacher training,english,free-add a verified certificate for $199 usd
how the u.s. government works & how to get involved,"5,930",self-paced on your time,introductory,social sciences,english,free-add a verified certificate for $49 usd
inspiring and motivating arts and culture teams,"10,817",self-paced on your time,introductory,business & management,english,free-add a verified certificate for $49 usd
principles of microeconomics: an economist way of thinking,,self-paced on your time,intermediate,economics & finance,english,free-add a verified certificate for $149 usd
a system view of communications: from signals to packets (part 1),"34,261",self-paced on your time,introductory,computer science,english,free-add a verified certificate for $60 usd
"invasions, rebellions, and the fall of imperial china","41,537",self-paced on your time,introductory,history,english,free-add a verified certificate for $139 usd
ap® english literature & composition – part 3: plays,"6,443",self-paced on your time,introductory,humanities,english,free-add a verified certificate for $49 usd
cómo implantar grupos de mejora de procesos,"28,100",self-paced on your time,introductory,business & management,español,free-add a verified certificate for $150 usd
proteins: biology's workforce,"25,893",self-paced on your time,intermediate,biology & life sciences,english,free-add a verified certificate for $169 usd
introducción a los ritmos y relojes biológicos,"6,149",self-paced on your time,introductory,science,español,free-add a verified certificate for $50 usd
linear algebra i: linear equations,,self-paced on your time,intermediate,math,english,free-add a verified certificate for $199 usd
"fundamentals of biomedical imaging: ultrasounds, x-ray, positron emission tomography (pet) and applications","10,205",self-paced on your time,advanced,engineering,english,free-add a verified certificate for $169 usd
fundamentos de electromagnetismo para ingeniería,"15,040",self-paced on your time,introductory,physics,español,free-add a verified certificate for $49 usd
sustainable food systems: a mediterranean perspective,"6,480",self-paced on your time,intermediate,food & nutrition,english,free-add a verified certificate for $49 usd
scripting and programming foundations,,self-paced on your time,introductory,computer science,english,free-add a verified certificate for $299.70 usd
using gpus to scale and speed-up deep learning,"9,294",self-paced on your time,intermediate,data analysis & statistics,english,free-add a verified certificate for $99 usd
studiox: creating a course with edx studio,"20,355",self-paced on your time,introductory,education & teacher training,english,free-add a verified certificate for $99 usd
the power of data,,self-paced on your time,introductory,data analysis & statistics,english,free-add a verified certificate for $49 usd
introducción a las ondas gravitacionales,"8,657",self-paced on your time,introductory,science,español,free-add a verified certificate for $50 usd
drones and autonomous systems 2: applications in emergency management,,self-paced on your time,intermediate,science,english,free-add a verified certificate for $149 usd
mathtrackx: differential calculus,,self-paced on your time,introductory,math,english,free-add a verified certificate for $79 usd
global china: from the mongols to the ming,"41,902",self-paced on your time,introductory,history,english,free-add a verified certificate for $139 usd
leaders in citizen security and justice management for the caribbean,,self-paced on your time,intermediate,social sciences,english,free-add a verified certificate for $25 usd
pattern studying and making | 图案审美与创作,,self-paced on your time,introductory,art & culture,中文,free-add a verified certificate for $139 usd
computational neuroscience: neuronal dynamics of cognition,"11,246",self-paced on your time,advanced,biology & life sciences,english,free-add a verified certificate for $139 usd
cities and the challenge of sustainable development,"8,775",self-paced on your time,introductory,environmental studies,english,free-add a verified certificate for $25 usd
mathtrackx: special functions,,self-paced on your time,introductory,math,english,free-add a verified certificate for $79 usd
